trustor,trustee,product_category,PDR,confidence,timestamp,PDR_normalized,confidence_normalized,friendshipness,interaction_count,total
20282,281160,3,2,2,09/06/2007 07:00,0.25,0.25,0.0,1,0.5
300,8651,3,4,2,14/02/2000 07:00,0.75,0.25,0.0,1,1.0
15017,29074,3,5,3,14/03/2007 07:00,1.0,0.5,0.0,1,1.5
19024,174,3,2,2,14/12/2006 07:00,0.25,0.25,0.0,1,0.5
7596,6101,3,5,2,20/12/2003 07:00,1.0,0.25,0.0,1,1.25
13476,196840,3,3,2,18/10/2010 07:00,0.5,0.25,0.0,1,0.75
3077,52626,3,3,2,10/02/2005 07:00,0.5,0.25,0.0,1,0.75
13565,12709,3,3,3,19/03/2000 07:00,0.5,0.5,0.0,1,1.0
13940,3243,3,5,2,19/01/2000 07:00,1.0,0.25,0.0,1,1.25
13262,205213,3,4,2,13/11/2004 07:00,0.75,0.25,0.0,1,1.0
7443,21324,3,5,2,24/05/2000 07:00,1.0,0.25,0.0,1,1.25
19543,53304,3,3,2,01/12/2002 07:00,0.5,0.25,0.0,1,0.75
12037,13428,3,3,2,22/12/2008 07:00,0.5,0.25,0.004830918,1,0.754830918
20281,127858,3,3,2,03/01/2004 07:00,0.5,0.25,0.0,1,0.75
6492,12889,3,4,2,22/04/2007 07:00,0.75,0.25,0.0,1,1.0
20241,16267,3,4,2,03/06/2004 07:00,0.75,0.25,0.004360465,1,1.004360465
21699,11531,3,4,2,20/10/2002 07:00,0.75,0.25,0.0,1,1.0
15292,12680,3,2,2,28/06/2003 07:00,0.25,0.25,0.0,1,0.5
14336,878,3,3,3,14/10/2000 07:00,0.5,0.5,0.0,1,1.0
5957,5773,3,5,2,29/12/2001 07:00,1.0,0.25,0.0,1,1.25
12466,22324,3,3,2,20/10/2003 07:00,0.5,0.25,0.0,1,0.75
20510,100,3,5,3,17/06/2000 07:00,1.0,0.5,0.0,1,1.5
5086,15454,3,5,2,03/04/2008 07:00,1.0,0.25,0.0,1,1.25
9573,12813,3,2,2,25/05/2007 07:00,0.25,0.25,0.0,1,0.5
8388,8648,3,2,2,27/11/2000 07:00,0.25,0.25,0.0,1,0.5
19041,267213,3,5,2,02/02/2011 07:00,1.0,0.25,0.0,1,1.25
19673,197821,3,4,2,07/02/2011 07:00,0.75,0.25,0.0,1,1.0
17629,153,3,3,2,28/11/2000 07:00,0.5,0.25,0.0,1,0.75
21031,7126,3,5,2,06/01/2000 07:00,1.0,0.25,0.0,1,1.25
3898,25655,3,2,3,18/06/2002 07:00,0.25,0.5,0.0,1,0.75
5964,117830,3,4,2,01/09/2001 07:00,0.75,0.25,0.0,1,1.0
6492,2198,3,5,2,14/01/2007 07:00,1.0,0.25,0.0,1,1.25
19655,3919,3,3,2,24/06/2000 07:00,0.5,0.25,0.0,1,0.75
8141,24571,3,1,3,13/11/2005 07:00,0.0,0.5,0.0,1,0.5
20191,18885,3,4,2,09/12/2000 07:00,0.75,0.25,0.0,1,1.0
2034,47894,3,1,2,04/01/2010 07:00,0.0,0.25,0.0,1,0.25
10766,4547,3,5,2,19/01/2000 07:00,1.0,0.25,0.0,1,1.25
12466,19553,3,4,2,25/10/2001 07:00,0.75,0.25,0.0,1,1.0
2485,10520,3,4,2,27/12/1999 07:00,0.75,0.25,0.0,1,1.0
21862,293559,3,3,2,21/07/2003 07:00,0.5,0.25,0.0,1,0.75
14567,1716,3,4,2,02/06/2001 07:00,0.75,0.25,0.0,1,1.0
10355,3032,3,1,2,14/03/2000 07:00,0.0,0.25,0.0,1,0.25
8388,6791,3,2,2,22/11/2000 07:00,0.25,0.25,0.0,1,0.5
14077,47492,3,4,2,28/06/2005 07:00,0.75,0.25,0.0,1,1.0
15827,18884,3,3,2,29/12/2000 07:00,0.5,0.25,0.0,1,0.75
21862,293330,3,2,2,13/02/2010 07:00,0.25,0.25,0.0,1,0.5
21369,19108,3,2,3,11/03/2001 07:00,0.25,0.5,0.0,1,0.75
5991,13929,3,2,2,31/10/2005 07:00,0.25,0.25,0.0,1,0.5
771,2520,3,5,2,04/10/2000 07:00,1.0,0.25,0.0,1,1.25
20609,283958,3,4,2,18/11/2010 07:00,0.75,0.25,0.0,1,1.0
21745,1305,3,2,2,01/03/2008 07:00,0.25,0.25,0.0,1,0.5
2033,25732,3,3,2,24/02/2007 07:00,0.5,0.25,0.0,1,0.75
11607,3808,3,4,2,18/06/2001 07:00,0.75,0.25,0.0384615384615384,1,1.0384615384615383
8765,21630,3,1,2,04/03/2009 07:00,0.0,0.25,0.0,1,0.25
19071,47453,3,4,3,02/12/1999 07:00,0.75,0.5,0.0,1,1.25
11530,14538,3,5,2,08/02/2000 07:00,1.0,0.25,0.0,1,1.25
5991,22900,3,5,2,11/02/2004 07:00,1.0,0.25,0.0,1,1.25
20158,3497,3,4,2,31/10/2000 07:00,0.75,0.25,0.002659574,1,1.002659574
19489,155,3,3,2,02/07/2000 07:00,0.5,0.25,0.0,1,0.75
9598,47520,3,4,2,14/12/2010 07:00,0.75,0.25,0.0,1,1.0
2165,507,3,4,2,08/01/2000 07:00,0.75,0.25,0.0,1,1.0
18537,10521,3,4,2,23/05/2000 07:00,0.75,0.25,0.0,1,1.0
796,14631,3,2,2,02/09/2009 07:00,0.25,0.25,0.0,1,0.5
13434,5863,3,4,2,12/06/2010 07:00,0.75,0.25,0.0,1,1.0
5964,117851,3,5,2,19/02/2001 07:00,1.0,0.25,0.0,1,1.25
2760,259,3,4,2,11/07/2005 07:00,0.75,0.25,0.0,1,1.0
18876,265900,3,5,2,11/04/2008 07:00,1.0,0.25,0.0,1,1.25
19264,4785,3,4,3,31/07/2001 07:00,0.75,0.5,0.0,1,1.25
18386,47470,3,5,2,07/02/2006 07:00,1.0,0.25,0.0,1,1.25
3003,71219,3,4,2,28/08/2005 07:00,0.75,0.25,0.0,1,1.0
3636,13015,3,2,2,04/09/2004 07:00,0.25,0.25,0.0,1,0.5
18637,98889,3,3,2,14/07/2001 07:00,0.5,0.25,0.0,1,0.75
9106,53359,3,5,2,01/12/2001 07:00,1.0,0.25,0.0,1,1.25
20923,266891,3,5,2,09/03/2008 07:00,1.0,0.25,0.0,1,1.25
11035,4740,3,5,2,02/05/2000 07:00,1.0,0.25,0.0,1,1.25
18876,138792,3,5,2,24/02/2011 07:00,1.0,0.25,0.0,1,1.25
2374,51361,3,2,2,01/02/2000 07:00,0.25,0.25,0.0,1,0.5
4798,12765,3,1,2,30/06/2009 07:00,0.0,0.25,0.0,1,0.25
19482,272147,3,1,2,31/01/2011 07:00,0.0,0.25,0.0,1,0.25
14193,218761,3,2,2,26/02/2002 07:00,0.25,0.25,0.0,1,0.5
6260,122579,3,5,2,11/07/2005 07:00,1.0,0.25,0.0,1,1.25
2963,10091,3,4,2,06/06/2001 07:00,0.75,0.25,0.0,1,1.0
18660,3388,3,5,2,19/07/2000 07:00,1.0,0.25,0.0,1,1.25
5086,103103,3,2,2,16/06/2008 07:00,0.25,0.25,0.0,1,0.5
15492,1671,3,3,2,18/02/2001 07:00,0.5,0.25,0.0,1,0.75
14077,47600,3,2,2,28/01/2005 07:00,0.25,0.25,0.0,1,0.5
8058,117425,3,4,2,30/10/2003 07:00,0.75,0.25,0.0,1,1.0
7445,140793,3,1,3,21/04/2003 07:00,0.0,0.5,0.0,1,0.5
18655,14729,3,4,2,30/04/2006 07:00,0.75,0.25,0.0,1,1.0
18283,50406,3,2,2,11/12/2005 07:00,0.25,0.25,0.0,1,0.5
5932,11905,3,2,3,04/02/2001 07:00,0.25,0.5,0.0,1,0.75
18839,137111,3,5,2,06/01/2001 07:00,1.0,0.25,0.0,1,1.25
61,2198,3,2,2,24/01/2002 07:00,0.25,0.25,0.0,1,0.5
18740,1671,3,4,2,06/04/2000 07:00,0.75,0.25,0.03125,1,1.03125
18490,262039,3,3,2,19/03/2006 07:00,0.5,0.25,0.0,1,0.75
3958,12778,3,2,2,28/04/2010 07:00,0.25,0.25,0.0,1,0.5
11138,73894,3,3,2,20/04/2000 07:00,0.5,0.25,0.0,1,0.75
19632,274935,3,3,2,27/02/2008 07:00,0.5,0.25,0.0,1,0.75
14972,22163,3,5,2,20/12/2008 07:00,1.0,0.25,0.0,1,1.25
5577,21843,3,4,2,05/08/2007 07:00,0.75,0.25,0.0,1,1.0
5768,104047,3,3,2,23/09/2007 07:00,0.5,0.25,0.0,1,0.75
17282,609,3,4,3,07/01/2002 07:00,0.75,0.5,0.0,1,1.25
797,10091,3,1,3,04/02/2000 07:00,0.0,0.5,0.0,1,0.5
9262,74407,3,3,2,24/10/2009 07:00,0.5,0.25,0.0,1,0.75
3168,63444,3,5,2,21/12/2007 07:00,1.0,0.25,0.0,1,1.25
5183,2444,3,5,3,14/07/2001 07:00,1.0,0.5,0.0,1,1.5
15984,41497,3,2,2,23/03/2002 07:00,0.25,0.25,0.0,1,0.5
15984,239776,3,2,2,21/06/2002 07:00,0.25,0.25,0.0,1,0.5
18773,623,3,5,2,17/05/2000 07:00,1.0,0.25,0.0,1,1.25
21492,5224,3,4,2,03/06/2001 07:00,0.75,0.25,0.0,1,1.0
14614,5220,3,3,2,27/04/2000 07:00,0.5,0.25,0.0,1,0.75
18876,54082,3,5,2,30/10/2008 07:00,1.0,0.25,0.0,1,1.25
8918,15194,3,5,2,03/10/2000 07:00,1.0,0.25,0.0,1,1.25
21792,47477,3,2,2,20/01/2006 07:00,0.25,0.25,0.0,1,0.5
17762,255286,3,2,3,17/02/2010 07:00,0.25,0.5,0.0,1,0.75
12407,69419,3,1,2,28/08/2003 07:00,0.0,0.25,0.0,1,0.25
15206,1912,3,4,2,14/06/2000 07:00,0.75,0.25,0.0,1,1.0
8699,23422,3,4,2,24/04/2001 07:00,0.75,0.25,0.0,1,1.0
14071,63397,3,4,2,10/03/2001 07:00,0.75,0.25,0.0,1,1.0
21862,293390,3,4,2,03/10/2009 07:00,0.75,0.25,0.0,1,1.0
18269,11145,3,5,2,04/03/2007 07:00,1.0,0.25,0.0,1,1.25
2304,16376,3,4,4,06/05/2005 07:00,0.75,0.75,0.0,1,1.5
21042,15193,3,3,4,16/12/2003 07:00,0.5,0.75,0.0,1,1.25
20729,12772,3,2,2,11/12/2010 07:00,0.25,0.25,0.0,1,0.5
14675,64382,3,2,2,14/06/2003 07:00,0.25,0.25,0.0,1,0.5
15963,47499,3,5,4,16/12/2005 07:00,1.0,0.75,0.0,1,1.75
6138,120058,3,3,2,17/05/2007 07:00,0.5,0.25,0.0,1,0.75
505,13315,3,1,2,08/10/2010 07:00,0.0,0.25,0.0,1,0.25
5642,47423,3,4,2,23/12/2006 07:00,0.75,0.25,0.0,1,1.0
628,18343,3,4,2,20/07/2005 07:00,0.75,0.25,0.0,1,1.0
8750,52914,3,5,2,02/06/2000 07:00,1.0,0.25,0.0,1,1.25
19886,3567,3,4,2,09/03/2006 07:00,0.75,0.25,0.006315789,1,1.006315789
2137,4531,3,5,2,19/01/2000 07:00,1.0,0.25,0.0105820105820105,1,1.2605820105820105
7701,145238,3,2,2,08/07/2001 07:00,0.25,0.25,0.0,1,0.5
5015,505,3,4,2,16/09/1999 07:00,0.75,0.25,0.009960159,1,1.009960159
10180,49644,3,2,2,07/10/2010 07:00,0.25,0.25,0.0,1,0.5
18690,1868,3,3,3,17/01/2000 07:00,0.5,0.5,0.0,1,1.0
11958,3814,3,3,2,05/08/2000 07:00,0.5,0.25,0.0,1,0.75
15984,82799,3,4,2,22/01/2006 07:00,0.75,0.25,0.0,1,1.0
7928,7090,3,2,2,04/11/2004 07:00,0.25,0.25,0.007633588,1,0.507633588
1719,23063,3,4,2,05/12/1999 07:00,0.75,0.25,0.0,1,1.0
3203,47552,3,4,2,01/03/2005 07:00,0.75,0.25,0.0,1,1.0
557,10821,3,5,2,31/08/2002 07:00,1.0,0.25,0.0,1,1.25
18404,137397,3,3,2,16/06/2006 07:00,0.5,0.25,0.0,1,0.75
5387,12494,3,4,2,19/09/2000 07:00,0.75,0.25,0.0,1,1.0
2883,15127,3,3,2,29/01/2008 07:00,0.5,0.25,0.0,2,0.75
6138,14275,3,3,2,26/05/2002 07:00,0.5,0.25,0.0,1,0.75
21406,241541,3,4,2,07/04/2005 07:00,0.75,0.25,0.0,1,1.0
5357,1716,3,2,2,31/07/2000 07:00,0.25,0.25,0.0,1,0.5
16701,26314,3,5,3,05/03/2008 07:00,1.0,0.5,0.0,1,1.5
4763,18355,3,4,2,12/05/2007 07:00,0.75,0.25,0.0,1,1.0
16059,2511,3,5,2,13/12/2004 07:00,1.0,0.25,0.0,1,1.25
8843,6791,3,4,2,21/06/2000 07:00,0.75,0.25,0.0,1,1.0
3179,75459,3,3,2,28/12/2005 07:00,0.5,0.25,0.0,1,0.75
17448,70847,3,4,2,08/03/2006 07:00,0.75,0.25,0.0,1,1.0
12355,31439,3,5,3,21/02/2000 07:00,1.0,0.5,0.0,1,1.5
13989,3572,3,2,2,25/08/2001 07:00,0.25,0.25,0.0,1,0.5
5897,28950,3,1,2,06/12/2005 07:00,0.0,0.25,0.0,1,0.25
5232,7,3,4,2,06/05/2000 07:00,0.75,0.25,0.0,1,1.0
10516,2524,3,5,2,11/04/2000 07:00,1.0,0.25,0.0,1,1.25
3636,77509,3,4,2,06/08/2010 07:00,0.75,0.25,0.0,1,1.0
1753,3810,3,5,2,10/12/2006 07:00,1.0,0.25,0.0,1,1.25
7246,22971,3,1,2,02/09/2008 07:00,0.0,0.25,0.0,1,0.25
7663,3977,3,3,2,04/09/2000 07:00,0.5,0.25,0.0,1,0.75
8052,4530,3,2,2,10/01/2000 07:00,0.25,0.25,0.0,1,0.5
21448,10989,3,3,2,24/12/2007 07:00,0.5,0.25,0.004830918,1,0.754830918
1384,365,3,5,3,20/05/2000 07:00,1.0,0.5,0.0,1,1.5
4485,94382,3,1,2,21/03/2001 07:00,0.0,0.25,0.0,1,0.25
7246,138528,3,4,2,08/09/2007 07:00,0.75,0.25,0.0,1,1.0
7246,138814,3,4,2,17/09/2005 07:00,0.75,0.25,0.0,1,1.0
14611,29038,3,3,2,03/01/2002 07:00,0.5,0.25,0.0,1,0.75
7701,507,3,1,2,24/10/1999 07:00,0.0,0.25,0.0,1,0.25
10180,102986,3,1,2,31/10/2009 07:00,0.0,0.25,0.0,1,0.25
10977,3225,3,5,2,10/02/2000 07:00,1.0,0.25,0.0,1,1.25
10928,5462,3,4,3,30/06/2001 07:00,0.75,0.5,0.0,1,1.25
21539,290676,3,3,3,27/03/2011 07:00,0.5,0.5,0.0,1,1.0
19616,9850,3,5,2,13/04/2001 07:00,1.0,0.25,0.0,1,1.25
16832,2524,3,4,2,15/01/2000 07:00,0.75,0.25,0.0,1,1.0
4290,91895,3,5,2,23/03/2006 07:00,1.0,0.25,0.0,1,1.25
20692,284896,3,4,2,17/07/2005 07:00,0.75,0.25,0.0,1,1.0
15775,17000,3,5,2,05/02/2000 07:00,1.0,0.25,0.0,1,1.25
17175,100,3,5,2,08/02/2000 07:00,1.0,0.25,0.0,1,1.25
17169,250892,3,1,2,01/08/2005 07:00,0.0,0.25,0.0,1,0.25
19471,10075,3,5,2,18/05/2001 07:00,1.0,0.25,0.0,2,1.25
18335,14288,3,5,2,14/05/2006 07:00,1.0,0.25,0.0,1,1.25
2608,62418,3,2,2,19/10/2010 07:00,0.25,0.25,0.0,1,0.5
11081,182371,3,4,2,07/03/2001 07:00,0.75,0.25,0.0,1,1.0
13070,1845,3,4,3,07/02/2000 07:00,0.75,0.5,0.0,1,1.25
4432,93502,3,5,2,14/07/2005 07:00,1.0,0.25,0.0,1,1.25
557,15488,3,2,2,22/08/2009 07:00,0.25,0.25,0.0,1,0.5
7766,2524,3,4,2,08/11/2000 07:00,0.75,0.25,0.0,1,1.0
15368,8531,3,4,2,02/08/2001 07:00,0.75,0.25,0.0,1,1.0
6260,122738,3,2,2,17/02/2001 07:00,0.25,0.25,0.0,1,0.5
19673,22125,3,4,2,24/11/2008 07:00,0.75,0.25,0.001179245,1,1.001179245
14891,2387,3,1,2,16/05/2003 07:00,0.0,0.25,0.0,1,0.25
6260,122556,3,1,2,12/05/2006 07:00,0.0,0.25,0.0,1,0.25
3170,654,3,4,2,28/05/2000 07:00,0.75,0.25,0.0,1,1.0
1472,24296,3,5,2,31/03/2000 07:00,1.0,0.25,0.0,1,1.25
13262,10172,3,4,2,07/04/2004 07:00,0.75,0.25,0.0,1,1.0
8734,156176,3,5,2,29/07/2001 07:00,1.0,0.25,0.0,1,1.25
20998,3359,3,2,2,20/06/2000 07:00,0.25,0.25,0.0,1,0.5
11862,543,3,4,3,05/04/2001 07:00,0.75,0.5,0.0,1,1.25
6733,10521,3,4,3,05/08/2008 07:00,0.75,0.5,0.0,1,1.25
493,8926,3,3,2,02/08/2001 07:00,0.5,0.25,0.0,1,0.75
15827,41446,3,4,2,04/10/2008 07:00,0.75,0.25,0.0,1,1.0
17013,208015,3,2,2,12/01/2011 07:00,0.25,0.25,0.0,1,0.5
18404,261072,3,1,2,14/11/2005 07:00,0.0,0.25,0.0,1,0.25
18909,13822,3,5,2,16/10/2000 07:00,1.0,0.25,0.0,1,1.25
14287,220115,3,4,2,28/01/2009 07:00,0.75,0.25,0.0,1,1.0
15670,21577,3,1,2,20/07/2004 07:00,0.0,0.25,0.0,1,0.25
22146,4473,3,4,3,23/07/2000 07:00,0.75,0.5,0.0,1,1.25
18404,260850,3,3,2,04/09/2009 07:00,0.5,0.25,0.0,1,0.75
7122,39837,3,4,2,05/03/2004 07:00,0.75,0.25,0.0,1,1.0
21862,293446,3,4,2,04/04/2009 07:00,0.75,0.25,0.0,1,1.0
2117,52057,3,1,2,15/09/2000 07:00,0.0,0.25,0.0,1,0.25
15735,235640,3,5,2,16/06/2005 07:00,1.0,0.25,0.0,1,1.25
11746,8531,3,3,3,24/07/2001 07:00,0.5,0.5,0.0,1,1.0
20481,8747,3,5,2,18/03/2000 07:00,1.0,0.25,0.0,1,1.25
8847,29116,3,3,2,22/12/2009 07:00,0.5,0.25,0.0,1,0.75
20920,250723,3,5,2,05/12/2006 07:00,1.0,0.25,0.0,1,1.25
2157,6791,3,1,3,24/04/2000 07:00,0.0,0.5,0.0,1,0.5
20697,886,3,5,3,20/12/1999 07:00,1.0,0.5,0.0,1,1.5
18366,68124,3,4,2,21/12/2007 07:00,0.75,0.25,0.0,1,1.0
21862,293556,3,2,2,28/07/2003 07:00,0.25,0.25,0.0,1,0.5
22029,4786,3,5,2,22/01/2000 07:00,1.0,0.25,0.0,1,1.25
9823,4530,3,4,2,19/01/2000 07:00,0.75,0.25,0.0,1,1.0
4960,101492,3,5,2,01/01/2006 07:00,1.0,0.25,0.0,1,1.25
852,23454,3,4,2,02/12/2004 07:00,0.75,0.25,0.0,1,1.0
17963,111293,3,4,2,16/01/2000 07:00,0.75,0.25,0.0,1,1.0
3077,23920,3,3,2,24/03/2005 07:00,0.5,0.25,0.0,1,0.75
3842,35474,3,5,2,16/03/2000 07:00,1.0,0.25,0.0,1,1.25
9172,32823,3,1,2,15/08/2007 07:00,0.0,0.25,0.0,1,0.25
10585,41480,3,4,2,25/01/2002 07:00,0.75,0.25,0.0,1,1.0
20998,10082,3,1,2,14/12/2001 07:00,0.0,0.25,0.0,1,0.25
7246,47639,3,2,2,05/12/2004 07:00,0.25,0.25,0.0,1,0.5
20157,14672,3,5,2,27/12/2001 07:00,1.0,0.25,0.0,1,1.25
17186,54405,3,2,3,22/08/2003 07:00,0.25,0.5,0.0,1,0.75
17909,8198,3,5,2,10/03/2001 07:00,1.0,0.25,0.0,1,1.25
14227,10765,3,2,3,27/06/2001 07:00,0.25,0.5,0.0,1,0.75
14210,3998,3,1,2,25/05/2000 07:00,0.0,0.25,0.0,1,0.25
17835,41495,3,5,2,04/07/2005 07:00,1.0,0.25,0.0,1,1.25
17070,17300,3,4,2,14/10/2001 07:00,0.75,0.25,0.0,1,1.0
20729,54963,3,3,2,27/07/2009 07:00,0.5,0.25,0.0,1,0.75
17765,11191,3,2,2,09/11/2000 07:00,0.25,0.25,0.009324009,1,0.509324009
5642,87162,3,4,2,16/05/2010 07:00,0.75,0.25,0.0,1,1.0
130,154,3,5,2,28/10/1999 07:00,1.0,0.25,0.0,1,1.25
10463,1594,3,4,2,02/04/2000 07:00,0.75,0.25,0.0,1,1.0
13395,14053,3,4,2,22/02/2004 07:00,0.75,0.25,0.026595744680851,1,1.026595744680851
3636,10176,3,3,2,18/07/2001 07:00,0.5,0.25,0.0,1,0.75
6306,3950,3,5,2,26/11/2000 07:00,1.0,0.25,0.0,1,1.25
7448,385,3,4,2,05/12/1999 07:00,0.75,0.25,0.0,1,1.0
17915,2595,3,5,3,05/03/2000 07:00,1.0,0.5,0.0,1,1.5
20179,10346,3,3,2,02/08/2007 07:00,0.5,0.25,0.0,1,0.75
14387,13397,3,2,2,26/02/2010 07:00,0.25,0.25,0.0,1,0.5
21360,117,3,4,2,24/06/2000 07:00,0.75,0.25,0.004464286,1,1.004464286
5957,15649,3,5,2,30/04/2007 07:00,1.0,0.25,0.0,1,1.25
21225,502,3,4,2,30/05/2000 07:00,0.75,0.25,0.0,1,1.0
8808,23,3,3,3,12/04/2000 07:00,0.5,0.5,0.0,1,1.0
15893,47668,3,2,2,30/06/2010 07:00,0.25,0.25,0.0,1,0.5
8495,13040,3,3,3,28/05/2000 07:00,0.5,0.5,0.0,1,1.0
10024,41460,3,1,2,15/01/2004 07:00,0.0,0.25,0.0,1,0.25
8442,21453,3,5,2,09/09/2000 07:00,1.0,0.25,0.0,1,1.25
6492,10112,3,5,2,25/10/2007 07:00,1.0,0.25,0.0,1,1.25
9899,11205,3,4,5,23/12/1999 07:00,0.75,1.0,0.0,1,1.75
9262,12878,3,5,2,02/10/2005 07:00,1.0,0.25,0.0,1,1.25
16858,10041,3,5,2,07/02/2000 07:00,1.0,0.25,0.0,1,1.25
8750,156351,3,5,2,16/08/2000 07:00,1.0,0.25,0.0,1,1.25
11519,6088,3,5,2,23/05/2008 07:00,1.0,0.25,0.003787879,1,1.253787879
13505,7126,3,5,2,15/06/2000 07:00,1.0,0.25,0.0,1,1.25
12999,22103,3,5,3,26/12/2000 07:00,1.0,0.5,0.0,1,1.5
9198,157093,3,4,2,15/05/2003 07:00,0.75,0.25,0.0,1,1.0
7246,47323,3,4,2,30/06/2001 07:00,0.75,0.25,0.0,1,1.0
7065,135704,3,3,2,16/06/2008 07:00,0.5,0.25,0.0,1,0.75
10583,47380,3,5,2,18/06/2008 07:00,1.0,0.25,0.0,1,1.25
21095,22217,3,5,2,28/12/2008 07:00,1.0,0.25,0.0,1,1.25
15984,47517,3,4,2,07/10/2005 07:00,0.75,0.25,0.0,1,1.0
1678,5085,3,4,3,09/07/2001 07:00,0.75,0.5,0.0,1,1.25
7701,145267,3,2,2,15/09/2000 07:00,0.25,0.25,0.0,1,0.5
13149,4571,3,4,3,28/12/1999 07:00,0.75,0.5,0.0,1,1.25
19632,59182,3,5,2,23/01/2009 07:00,1.0,0.25,0.0,1,1.25
16085,878,3,3,2,11/05/2000 07:00,0.5,0.25,0.0,1,0.75
19482,272664,3,1,2,25/05/2000 07:00,0.0,0.25,0.0,1,0.25
16933,117,3,4,2,27/05/2000 07:00,0.75,0.25,0.0,1,1.0
15455,49287,3,5,2,16/12/2007 07:00,1.0,0.25,0.0,1,1.25
21810,12708,3,3,2,09/04/2000 07:00,0.5,0.25,0.0,1,0.75
81,3534,3,3,2,13/05/2000 07:00,0.5,0.25,0.0,1,0.75
20982,38710,3,2,2,13/08/2004 07:00,0.25,0.25,0.0,1,0.5
185,507,3,5,2,23/10/1999 07:00,1.0,0.25,0.0,1,1.25
18404,261074,3,3,2,21/10/2005 07:00,0.5,0.25,0.0,1,0.75
12343,1762,3,4,2,01/07/2010 07:00,0.75,0.25,0.0,1,1.0
21026,75939,3,4,2,28/05/2002 07:00,0.75,0.25,0.0,1,1.0
12522,2542,3,4,2,25/07/2001 07:00,0.75,0.25,0.0,1,1.0
20241,47491,3,1,2,20/05/2005 07:00,0.0,0.25,0.0,1,0.25
13262,205113,3,5,2,26/12/2005 07:00,1.0,0.25,0.0,1,1.25
389,10589,3,5,2,29/12/2000 07:00,1.0,0.25,0.0,1,1.25
17765,124556,3,4,2,27/03/2003 07:00,0.75,0.25,0.0,1,1.0
13502,53090,3,4,2,07/04/2003 07:00,0.75,0.25,0.0,1,1.0
12311,5140,3,4,2,07/08/2000 07:00,0.75,0.25,0.0,1,1.0
19651,35775,3,2,2,18/06/2000 07:00,0.25,0.25,0.0,1,0.5
557,16826,3,5,2,29/12/2002 07:00,1.0,0.25,0.002657219,1,1.252657219
17907,3580,3,4,2,14/08/2000 07:00,0.75,0.25,0.0,1,1.0
4351,3211,3,5,2,24/02/2000 07:00,1.0,0.25,0.0,1,1.25
21873,17134,3,5,2,05/05/2009 07:00,1.0,0.25,0.0,1,1.25
7006,488,3,5,5,20/11/1999 07:00,1.0,1.0,0.0,1,2.0
20729,12764,3,1,2,12/03/2010 07:00,0.0,0.25,0.008714597,1,0.258714597
11460,70202,3,4,2,29/08/2010 07:00,0.75,0.25,0.0,1,1.0
5709,104,3,2,2,21/01/2000 07:00,0.25,0.25,0.0,1,0.5
21095,41453,3,5,2,30/12/2006 07:00,1.0,0.25,0.0,1,1.25
17978,52685,3,3,2,14/10/2002 07:00,0.5,0.25,0.0,1,0.75
2650,63335,3,4,2,29/04/2001 07:00,0.75,0.25,0.0,1,1.0
17151,3950,3,5,2,21/05/2000 07:00,1.0,0.25,0.0,1,1.25
16373,244112,3,5,2,05/12/2009 07:00,1.0,0.25,0.0,1,1.25
2165,10534,3,5,2,14/09/2000 07:00,1.0,0.25,0.0,1,1.25
19535,13295,3,3,2,07/07/2000 07:00,0.5,0.25,0.0,1,0.75
11289,9808,3,2,2,19/03/2000 07:00,0.25,0.25,0.003472222,1,0.503472222
21929,64244,3,5,2,02/06/2000 07:00,1.0,0.25,0.0,1,1.25
9547,507,3,4,2,20/12/1999 07:00,0.75,0.25,0.0,1,1.0
12187,88941,3,4,2,28/02/2006 07:00,0.75,0.25,0.0,1,1.0
779,2490,3,2,2,27/11/2000 07:00,0.25,0.25,0.0,1,0.5
32,505,3,4,2,30/06/2000 07:00,0.75,0.25,0.0,1,1.0
201,6096,3,3,2,20/04/2004 07:00,0.5,0.25,0.0,1,0.75
18494,27897,3,2,2,17/06/2010 07:00,0.25,0.25,0.0,1,0.5
8994,158846,3,5,2,17/11/2007 07:00,1.0,0.25,0.0,1,1.25
5049,2446,3,1,2,22/01/2000 07:00,0.0,0.25,0.0,1,0.25
20555,1373,3,5,2,31/01/2009 07:00,1.0,0.25,0.0,1,1.25
14045,3554,3,2,3,31/05/2001 07:00,0.25,0.5,0.0,1,0.75
15022,8255,3,3,2,03/02/2000 07:00,0.5,0.25,0.0,1,0.75
3373,1591,3,5,2,12/12/2000 07:00,1.0,0.25,0.0,1,1.25
5671,75630,3,4,2,18/05/2003 07:00,0.75,0.25,0.0,1,1.0
12407,1927,3,2,2,27/01/2001 07:00,0.25,0.25,0.003378378,1,0.503378378
17169,250894,3,4,2,17/07/2005 07:00,0.75,0.25,0.0,1,1.0
3498,7366,3,2,3,02/06/2001 07:00,0.25,0.5,0.0,1,0.75
21982,1738,3,5,2,29/06/2001 07:00,1.0,0.25,0.0,1,1.25
5964,50261,3,4,2,28/10/2006 07:00,0.75,0.25,0.0,1,1.0
10971,68561,3,3,2,24/02/2003 07:00,0.5,0.25,0.0,1,0.75
19673,5462,3,5,2,02/02/2010 07:00,1.0,0.25,0.0,1,1.25
16603,18519,3,5,2,16/03/2000 07:00,1.0,0.25,0.0,1,1.25
9411,117,3,5,2,27/05/2000 07:00,1.0,0.25,0.0,1,1.25
2137,52910,3,5,2,16/01/2000 07:00,1.0,0.25,0.0,1,1.25
