trustor,trustee,product_category,PDR,confidence,timestamp,PDR_normalized,confidence_normalized,friendshipness,interaction_count,total
3077,22163,3,4,2,15/05/2008 07:00,0.75,0.25,0.004405286,1,1.004405286
3077,12877,3,5,2,10/05/2008 07:00,1.0,0.25,0.006451613,1,1.256451613
3077,7447,3,4,2,01/03/2008 07:00,0.75,0.25,0.002145923,1,1.002145923
3077,16043,3,3,2,03/12/2007 07:00,0.5,0.25,0.002217295,1,0.752217295
3077,6920,3,5,2,18/07/2007 07:00,1.0,0.25,0.006578947,1,1.256578947
3077,9518,3,3,2,14/05/2007 07:00,0.5,0.25,0.002222222,1,0.752222222
3077,19505,3,3,2,18/04/2007 07:00,0.5,0.25,0.002183406,1,0.752183406
3077,1761,3,5,2,07/03/2007 07:00,1.0,0.25,0.004395604,1,1.254395604
3077,839,3,4,2,05/02/2007 07:00,0.75,0.25,0.002217295,1,1.002217295
3077,10198,3,3,2,14/01/2007 07:00,0.5,0.25,0.002164502,1,0.752164502
3077,6924,3,4,2,01/01/2007 07:00,0.75,0.25,0.002212389,1,1.002212389
3077,17952,3,4,2,14/12/2006 07:00,0.75,0.25,0.002222222,1,1.002222222
3077,1596,3,5,2,10/12/2006 07:00,1.0,0.25,0.0110375275938189,1,1.2610375275938188
3077,3554,3,3,2,04/10/2006 07:00,0.5,0.25,0.0281195079086115,1,0.7781195079086115
3077,17973,3,4,2,16/08/2006 07:00,0.75,0.25,0.002212389,1,1.002212389
3077,17979,3,4,2,13/08/2006 07:00,0.75,0.25,0.002217295,1,1.002217295
3077,14053,3,4,2,10/08/2006 07:00,0.75,0.25,0.0125,1,1.0125
3077,12860,3,3,2,08/06/2006 07:00,0.5,0.25,0.002202643,1,0.752202643
3077,6115,3,5,2,11/05/2006 07:00,1.0,0.25,0.002178649,1,1.252178649
3077,13305,3,4,2,16/01/2006 07:00,0.75,0.25,0.002141328,2,1.002141328
3077,13305,3,2,2,15/12/2005 07:00,0.25,0.25,0.002141328,2,0.502141328
3077,21517,3,4,2,15/09/2005 07:00,0.75,0.25,0.002188184,2,1.002188184
3077,8653,3,4,2,13/09/2005 07:00,0.75,0.25,0.002207506,1,1.002207506
3077,7,3,5,2,12/09/2005 07:00,1.0,0.25,0.002212389,1,1.252212389
3077,9126,3,3,2,09/08/2005 07:00,0.5,0.25,0.004395604,1,0.754395604
3077,259,3,3,2,05/08/2005 07:00,0.5,0.25,0.002212389,1,0.752212389
3077,14218,3,3,2,01/08/2005 07:00,0.5,0.25,0.008264463,1,0.7582644629999999
3077,372,3,4,2,29/04/2005 07:00,0.75,0.25,0.004366812,1,1.004366812
3077,11750,3,2,2,03/01/2005 07:00,0.25,0.25,0.008849558,1,0.508849558
3077,13262,3,5,2,26/08/2004 07:00,1.0,0.25,0.0104712041884816,1,1.2604712041884816
3077,9165,3,5,2,24/08/2004 07:00,1.0,0.25,0.002207506,1,1.252207506
3077,8699,3,5,2,14/06/2004 07:00,1.0,0.25,0.0121457489878542,1,1.2621457489878543
3077,11388,3,3,2,20/05/2004 07:00,0.5,0.25,0.002207506,1,0.752207506
3077,9139,3,5,2,14/05/2004 07:00,1.0,0.25,0.0106382978723404,1,1.2606382978723405
3077,12088,3,5,2,23/02/2004 07:00,1.0,0.25,0.002173913,1,1.252173913
3077,10445,3,5,2,20/01/2004 07:00,1.0,0.25,0.002188184,1,1.252188184
3077,4493,3,5,2,13/12/2003 07:00,1.0,0.25,0.0108459869848156,1,1.2608459869848156
3077,12409,3,4,2,12/11/2003 07:00,0.75,0.25,0.002217295,1,1.002217295
3077,6806,3,5,2,15/10/2003 07:00,1.0,0.25,0.002217295,1,1.252217295
3077,1899,3,5,2,15/10/2003 07:00,1.0,0.25,0.008385744,1,1.258385744
3077,12423,3,4,2,08/07/2003 07:00,0.75,0.25,0.004376368,1,1.004376368
3077,12967,3,5,2,03/07/2003 07:00,1.0,0.25,0.002207506,1,1.252207506
3077,10022,3,5,2,21/01/2003 07:00,1.0,0.25,0.02970297,1,1.27970297
3078,10140,3,5,2,12/11/2000 07:00,1.0,0.25,0.035714286,1,1.285714286
3078,1899,3,4,2,16/10/2000 07:00,0.75,0.25,0.1,1,1.1
3079,1716,3,4,3,16/07/2000 07:00,0.75,0.5,0.071428571,1,1.321428571
3130,9105,3,5,2,28/02/2004 07:00,1.0,0.25,0.007194245,1,1.257194245
3130,2398,3,5,2,26/11/2003 07:00,1.0,0.25,0.007042254,1,1.257042254
3130,14372,3,4,2,03/11/2003 07:00,0.75,0.25,0.006802721,1,1.006802721
3130,12950,3,5,2,07/08/2003 07:00,1.0,0.25,0.0166666666666666,1,1.2666666666666666
3135,11208,3,4,3,23/03/2000 07:00,0.75,0.5,0.0120481927710843,1,1.2620481927710843
3135,488,3,4,2,27/01/2000 07:00,0.75,0.25,0.0222222222222222,1,1.0222222222222221
3135,13420,3,3,2,27/01/2000 07:00,0.5,0.25,0.037735849,1,0.787735849
3136,4423,3,2,2,08/08/2000 07:00,0.25,0.25,0.04,1,0.54
3140,5452,3,5,2,05/02/2000 07:00,1.0,0.25,0.052631579,1,1.302631579
3151,1,3,4,2,19/11/2000 07:00,0.75,0.25,0.039215686,1,1.039215686
3151,4493,3,5,3,10/06/2000 07:00,1.0,0.5,0.033898305,1,1.533898305
3158,9966,3,3,2,10/07/2006 07:00,0.5,0.25,0.0119047619047619,1,0.7619047619047619
3158,12695,3,3,2,03/06/2006 07:00,0.5,0.25,0.0116279069767441,1,0.7616279069767441
3168,22111,3,2,2,25/03/2011 07:00,0.25,0.25,0.001706485,1,0.501706485
3168,10198,3,5,2,08/11/2010 07:00,1.0,0.25,0.003436426,1,1.253436426
3168,8653,3,4,2,22/10/2010 07:00,0.75,0.25,0.00174216,1,1.00174216
3168,14355,3,5,2,26/08/2010 07:00,1.0,0.25,0.001745201,1,1.251745201
3168,22007,3,3,2,28/09/2009 07:00,0.5,0.25,0.001748252,1,0.751748252
3168,8226,3,5,2,13/06/2009 07:00,1.0,0.25,0.001724138,1,1.251724138
3168,16684,3,3,2,14/12/2008 07:00,0.5,0.25,0.001712329,1,0.751712329
3168,21908,3,4,2,12/12/2008 07:00,0.75,0.25,0.001736111,2,1.001736111
3168,22143,3,4,2,02/08/2008 07:00,0.75,0.25,0.01,1,1.01
3168,608,3,5,2,20/07/2008 07:00,1.0,0.25,0.003389831,1,1.253389831
3168,22163,3,3,2,02/05/2008 07:00,0.5,0.25,0.001736111,1,0.751736111
3168,259,3,4,2,28/04/2008 07:00,0.75,0.25,0.001745201,1,1.001745201
3168,14372,3,5,2,29/02/2008 07:00,1.0,0.25,0.003436426,1,1.253436426
3168,16213,3,4,2,14/02/2008 07:00,0.75,0.25,0.001748252,1,1.001748252
3168,9174,3,4,2,12/02/2008 07:00,0.75,0.25,0.001745201,1,1.001745201
3168,14053,3,4,2,29/01/2008 07:00,0.75,0.25,0.006544503,1,1.006544503
3168,3216,3,3,2,09/01/2008 07:00,0.5,0.25,0.006722689,1,0.756722689
3168,16704,3,5,2,01/01/2008 07:00,1.0,0.25,0.001748252,1,1.251748252
3168,3950,3,5,2,07/12/2007 07:00,1.0,0.25,0.005199307,2,1.255199307
3168,6501,3,5,2,19/11/2007 07:00,1.0,0.25,0.001694915,1,1.251694915
3168,10820,3,5,2,13/10/2007 07:00,1.0,0.25,0.001736111,1,1.251736111
3168,21517,3,4,2,02/10/2007 07:00,0.75,0.25,0.001730104,1,1.001730104
3168,3950,3,2,2,19/09/2007 07:00,0.25,0.25,0.005199307,2,0.505199307
3168,22103,3,2,2,06/09/2007 07:00,0.25,0.25,0.001745201,1,0.501745201
3168,6920,3,4,2,12/07/2007 07:00,0.75,0.25,0.003460208,1,1.003460208
3168,1761,3,5,2,05/04/2007 07:00,1.0,0.25,0.001733102,1,1.251733102
3168,3552,3,5,2,28/03/2007 07:00,1.0,0.25,0.001718213,1,1.251718213
3168,6924,3,4,2,30/12/2006 07:00,0.75,0.25,0.001745201,1,1.001745201
3168,3789,3,3,2,17/12/2006 07:00,0.5,0.25,0.001727116,1,0.751727116
3168,15320,3,5,2,07/12/2006 07:00,1.0,0.25,0.001745201,1,1.251745201
3168,13455,3,5,2,05/12/2006 07:00,1.0,0.25,0.00174216,1,1.25174216
3168,12950,3,5,2,21/06/2006 07:00,1.0,0.25,0.00487013,1,1.25487013
3168,15657,3,5,2,06/05/2006 07:00,1.0,0.25,0.001724138,1,1.251724138
3168,4493,3,5,2,12/11/2005 07:00,1.0,0.25,0.001706485,1,1.251706485
3168,13820,3,5,2,05/11/2005 07:00,1.0,0.25,0.003430532,1,1.253430532
3168,21406,3,5,2,01/11/2005 07:00,1.0,0.25,0.00617284,1,1.25617284
3168,19531,3,4,2,28/10/2005 07:00,0.75,0.25,0.003496503,1,1.003496503
3168,16493,3,5,2,19/10/2005 07:00,1.0,0.25,0.007005254,1,1.257005254
3168,2566,3,5,2,14/10/2005 07:00,1.0,0.25,0.001751313,1,1.251751313
3168,11220,3,5,2,08/10/2005 07:00,1.0,0.25,0.006339144,1,1.256339144
3168,13262,3,5,2,04/10/2005 07:00,1.0,0.25,0.002351097,1,1.252351097
3170,9193,3,5,2,18/01/2003 07:00,1.0,0.25,0.0227272727272727,1,1.2727272727272727
3170,4856,3,5,2,28/07/2001 07:00,1.0,0.25,0.037037037037037,1,1.287037037037037
3170,3579,3,5,2,01/06/2000 07:00,1.0,0.25,0.0294117647058823,1,1.2794117647058822
3175,1,3,5,2,28/03/2001 07:00,1.0,0.25,0.0625,1,1.3125
3181,1719,3,4,2,20/01/2000 07:00,0.75,0.25,0.0384615384615384,1,1.0384615384615383
3193,10170,3,3,2,19/03/2002 07:00,0.5,0.25,0.003623188,1,0.753623188
3193,19525,3,4,3,29/07/2001 07:00,0.75,0.5,0.003759398,1,1.253759398
3193,5765,3,4,5,12/07/2001 07:00,0.75,1.0,0.004,1,1.754
3193,13446,3,2,3,15/05/2000 07:00,0.25,0.5,0.004132231,1,0.754132231
3203,16153,3,3,2,19/06/2006 07:00,0.5,0.25,0.007874016,1,0.757874016
3203,14226,3,4,2,22/09/2005 07:00,0.75,0.25,0.008130081,1,1.008130081
3203,7041,3,3,2,21/07/2003 07:00,0.5,0.25,0.008130081,1,0.758130081
3203,9193,3,4,2,09/12/2002 07:00,0.75,0.25,0.0217391304347826,1,1.0217391304347827
3203,17130,3,3,2,20/08/2002 07:00,0.5,0.25,0.007874016,1,0.757874016
3203,18198,3,3,2,19/06/2002 07:00,0.5,0.25,0.0155038759689922,1,0.7655038759689922
3203,13230,3,3,2,16/04/2002 07:00,0.5,0.25,0.008196721,1,0.758196721
3203,10531,3,2,2,09/04/2002 07:00,0.25,0.25,0.008,1,0.508
3203,15193,3,3,2,04/04/2002 07:00,0.5,0.25,0.007633588,1,0.757633588
3203,11240,3,5,2,21/01/2002 07:00,1.0,0.25,0.007874016,1,1.257874016
3203,3554,3,4,2,29/05/2001 07:00,0.75,0.25,0.0158102766798418,1,1.0158102766798418
3203,6058,3,4,2,18/01/2001 07:00,0.75,0.25,0.0149253731343283,1,1.0149253731343284
3203,1899,3,3,2,02/11/2000 07:00,0.5,0.25,0.0132450331125827,1,0.7632450331125827
3203,1671,3,3,2,02/09/2000 07:00,0.5,0.25,0.0157480314960629,1,0.7657480314960629
3203,3354,3,2,2,31/08/2000 07:00,0.25,0.25,0.0078125,1,0.5078125
3203,6046,3,5,2,31/08/2000 07:00,1.0,0.25,0.005747126,1,1.255747126
3213,648,3,2,2,22/07/2001 07:00,0.25,0.25,0.027027027,1,0.527027027
3213,1838,3,3,2,16/04/2000 07:00,0.5,0.25,0.026315789,1,0.776315789
3213,4524,3,5,2,09/04/2000 07:00,1.0,0.25,0.024390243902439,1,1.274390243902439
3240,11504,3,4,2,01/11/2001 07:00,0.75,0.25,0.073394495,1,1.073394495
3240,4214,3,5,2,25/07/2001 07:00,1.0,0.25,0.032967033,1,1.282967033
3240,5773,3,4,2,30/06/2001 07:00,0.75,0.25,0.04494382,1,1.04494382
3240,11541,3,4,2,15/06/2001 07:00,0.75,0.25,0.0140845070422535,1,1.0140845070422535
3240,2389,3,5,2,08/01/2001 07:00,1.0,0.25,0.0104166666666666,1,1.2604166666666665
3240,13234,3,3,2,07/08/2000 07:00,0.5,0.25,0.0112359550561797,1,0.7612359550561797
3240,4551,3,4,2,26/07/2000 07:00,0.75,0.25,0.0112359550561797,1,1.0112359550561798
3240,11201,3,4,2,08/06/2000 07:00,0.75,0.25,0.0112359550561797,1,1.0112359550561798
3240,10444,3,5,2,04/06/2000 07:00,1.0,0.25,0.0111111111111111,1,1.261111111111111
3240,117,3,3,2,26/05/2000 07:00,0.5,0.25,0.0114942528735632,1,0.7614942528735632
3240,7,3,5,2,06/05/2000 07:00,1.0,0.25,0.0112359550561797,1,1.2612359550561798
3240,2467,3,5,2,07/02/2000 07:00,1.0,0.25,0.033333333,1,1.283333333
3242,17130,3,4,2,05/04/2005 07:00,0.75,0.25,0.007042254,1,1.007042254
3242,12415,3,5,2,31/05/2003 07:00,1.0,0.25,0.0129870129870129,1,1.2629870129870129
3251,3554,3,3,2,04/01/2002 07:00,0.5,0.25,0.003968254,1,0.753968254
3251,829,3,5,2,03/01/2002 07:00,1.0,0.25,0.00619195,1,1.25619195
3251,11589,3,5,2,27/10/2001 07:00,1.0,0.25,0.006896552,1,1.256896552
3252,1,3,4,2,04/11/2000 07:00,0.75,0.25,0.076923077,1,1.076923077
3284,2595,3,5,3,04/02/2000 07:00,1.0,0.5,0.1875,1,1.6875
3286,1,3,4,2,02/12/2000 07:00,0.75,0.25,0.076923077,1,1.076923077
3297,3313,3,5,2,06/06/2001 07:00,1.0,0.25,0.052631579,1,1.302631579
3306,1,3,3,3,05/12/2000 07:00,0.5,0.5,0.076923077,1,1.076923077
3307,7423,3,4,2,14/11/2002 07:00,0.75,0.25,0.0149253731343283,1,1.0149253731343284
3307,12682,3,3,2,03/05/2002 07:00,0.5,0.25,0.0166666666666666,1,0.7666666666666666
3307,11240,3,4,2,03/04/2002 07:00,0.75,0.25,0.016393443,1,1.016393443
3307,10170,3,4,2,19/12/2000 07:00,0.75,0.25,0.010752688172043,1,1.010752688172043
3307,1,3,3,2,10/11/2000 07:00,0.5,0.25,0.032258065,1,0.782258065
3307,3313,3,5,2,08/11/2000 07:00,1.0,0.25,0.0120481927710843,1,1.2620481927710843
3307,1899,3,2,2,23/10/2000 07:00,0.25,0.25,0.0235294117647058,1,0.5235294117647058
3313,15316,3,3,2,14/09/2000 07:00,0.5,0.25,0.0303030303030303,1,0.7803030303030303
3322,3554,3,4,3,27/05/2001 07:00,0.75,0.5,0.010752688172043,1,1.260752688172043
3322,1927,3,4,3,02/07/2000 07:00,0.75,0.5,0.0161290322580645,1,1.2661290322580645
3322,10022,3,3,3,01/07/2000 07:00,0.5,0.5,0.042372881,1,1.042372881
3328,4885,3,5,2,22/01/2000 07:00,1.0,0.25,0.083333333,1,1.333333333
3328,501,3,4,2,21/01/2000 07:00,0.75,0.25,0.0434782608695652,1,1.0434782608695652
3338,4531,3,3,2,27/01/2000 07:00,0.5,0.25,0.035714286,1,0.785714286
3367,482,3,5,3,26/02/2000 07:00,1.0,0.5,0.04,1,1.54
3371,1426,3,5,3,20/10/2001 07:00,1.0,0.5,0.02617801,1,1.52617801
3371,1,3,5,3,12/11/2000 07:00,1.0,0.5,0.0625,1,1.5625
3373,14218,3,3,2,18/10/2005 07:00,0.5,0.25,0.007462687,1,0.757462687
3373,14729,3,4,2,13/01/2005 07:00,0.75,0.25,0.009803922,1,1.009803922
3373,133,3,4,2,26/07/2004 07:00,0.75,0.25,0.024390243902439,1,1.024390243902439
3373,3354,3,3,2,06/02/2000 07:00,0.5,0.25,0.009708738,1,0.759708738
3374,11018,3,3,2,07/01/2009 07:00,0.5,0.25,0.003225806,1,0.753225806
3374,12087,3,3,2,01/01/2009 07:00,0.5,0.25,0.012820513,1,0.762820513
3374,16668,3,2,2,30/12/2008 07:00,0.25,0.25,0.003236246,1,0.503236246
3374,12796,3,4,2,20/07/2008 07:00,0.75,0.25,0.015527950310559,1,1.015527950310559
3374,1,3,4,2,04/05/2008 07:00,0.75,0.25,0.022580645,1,1.022580645
3374,3542,3,3,2,25/04/2008 07:00,0.5,0.25,0.006309148,1,0.756309148
3374,4554,3,4,2,14/04/2008 07:00,0.75,0.25,0.006451613,1,1.006451613
3374,8,3,5,2,09/04/2008 07:00,1.0,0.25,0.0126984126984126,1,1.2626984126984127
3374,12255,3,2,2,04/04/2008 07:00,0.25,0.25,0.003215434,1,0.503215434
3374,2246,3,3,2,01/04/2008 07:00,0.5,0.25,0.00625,1,0.75625
3374,4573,3,5,2,31/03/2008 07:00,1.0,0.25,0.003225806,1,1.253225806
3374,12710,3,4,2,30/03/2008 07:00,0.75,0.25,0.006472492,1,1.006472492
3374,4856,3,3,2,17/03/2008 07:00,0.5,0.25,0.006472492,1,0.756472492
3374,5419,3,4,2,16/03/2008 07:00,0.75,0.25,0.003236246,1,1.003236246
3374,4556,3,2,2,15/03/2008 07:00,0.25,0.25,0.00286533,1,0.50286533
3374,13978,3,3,2,09/03/2008 07:00,0.5,0.25,0.003225806,1,0.753225806
3374,12688,3,4,2,06/03/2008 07:00,0.75,0.25,0.006472492,1,1.006472492
3374,4548,3,2,2,16/02/2008 07:00,0.25,0.25,0.01607717,1,0.51607717
3374,9226,3,4,2,13/02/2008 07:00,0.75,0.25,0.003215434,1,1.003215434
3374,3212,3,4,2,12/02/2008 07:00,0.75,0.25,0.003225806,1,1.003225806
3374,2389,3,5,2,10/02/2008 07:00,1.0,0.25,0.003144654,1,1.253144654
3374,15316,3,3,2,29/01/2008 07:00,0.5,0.25,0.009615385,1,0.759615385
3374,14520,3,2,2,27/01/2008 07:00,0.25,0.25,0.006369427,1,0.506369427
3374,504,3,4,2,26/01/2008 07:00,0.75,0.25,0.003215434,1,1.003215434
3374,1671,3,3,2,16/01/2008 07:00,0.5,0.25,0.003174603,1,0.753174603
3374,13234,3,2,2,06/01/2008 07:00,0.25,0.25,0.003215434,1,0.503215434
3374,4030,3,4,2,31/12/2007 07:00,0.75,0.25,0.054054054,1,1.054054054
3374,1899,3,2,2,20/12/2007 07:00,0.25,0.25,0.0179640718562874,1,0.5179640718562875
3374,1422,3,5,2,11/08/2005 07:00,1.0,0.25,0.003058104,1,1.253058104
3374,490,3,3,2,11/08/2005 07:00,0.5,0.25,0.0121951219512195,1,0.7621951219512195
3374,14733,3,4,2,19/03/2004 07:00,0.75,0.25,0.009584665,1,1.009584665
3374,8653,3,4,2,14/03/2004 07:00,0.75,0.25,0.003205128,1,1.003205128
3374,3609,3,5,2,27/01/2004 07:00,1.0,0.25,0.003236246,1,1.253236246
3374,2398,3,5,2,27/01/2004 07:00,1.0,0.25,0.003164557,1,1.253164557
3374,6506,3,3,2,26/01/2004 07:00,0.5,0.25,0.006451613,1,0.756451613
3374,8860,3,4,2,25/01/2004 07:00,0.75,0.25,0.003164557,1,1.003164557
3374,2502,3,2,2,25/01/2004 07:00,0.25,0.25,0.006410256,1,0.506410256
3374,1425,3,5,2,23/01/2004 07:00,1.0,0.25,0.009036145,1,1.259036145
3374,1426,3,5,2,15/08/2001 07:00,1.0,0.25,0.087719298,1,1.3377192980000001
3374,6058,3,5,2,02/02/2001 07:00,1.0,0.25,0.00310559,1,1.25310559
3374,1809,3,3,2,02/02/2001 07:00,0.5,0.25,0.003215434,1,0.753215434
3374,1594,3,5,2,02/01/2001 07:00,1.0,0.25,0.003194888,1,1.253194888
3374,3950,3,3,2,28/11/2000 07:00,0.5,0.25,0.003154574,1,0.753154574
3374,22103,3,2,2,06/11/2000 07:00,0.25,0.25,0.006451613,1,0.506451613
3374,17323,3,4,2,06/11/2000 07:00,0.75,0.25,0.003194888,1,1.003194888
3374,7054,3,3,2,05/11/2000 07:00,0.5,0.25,0.003225806,1,0.753225806
3374,10507,3,2,2,04/11/2000 07:00,0.25,0.25,0.0129032258064516,1,0.5129032258064516
3374,6115,3,5,2,03/11/2000 07:00,1.0,0.25,0.003144654,1,1.253144654
3374,13695,3,2,2,01/11/2000 07:00,0.25,0.25,0.006451613,1,0.506451613
3374,16033,3,4,2,31/10/2000 07:00,0.75,0.25,0.006369427,1,1.006369427
3374,17890,3,4,2,21/10/2000 07:00,0.75,0.25,0.003236246,1,1.003236246
3374,2467,3,4,2,20/10/2000 07:00,0.75,0.25,0.003184713,1,1.003184713
3374,14355,3,5,2,11/10/2000 07:00,1.0,0.25,0.003215434,1,1.253215434
3374,3216,3,4,2,05/10/2000 07:00,0.75,0.25,0.012012012012012,1,1.012012012012012
3374,2447,3,3,3,27/09/2000 07:00,0.5,0.5,0.003225806,1,1.003225806
3374,117,3,4,3,26/09/2000 07:00,0.75,0.5,0.003236246,1,1.253236246
3374,623,3,3,3,25/09/2000 07:00,0.5,0.5,0.0125786163522012,1,1.0125786163522013
3391,829,3,5,2,18/06/2000 07:00,1.0,0.25,0.007476636,1,1.257476636
3401,623,3,4,2,19/06/2000 07:00,0.75,0.25,0.0588235294117647,1,1.0588235294117647
3421,2502,3,5,2,14/02/2001 07:00,1.0,0.25,0.0625,1,1.3125
3427,3554,3,5,2,26/05/2001 07:00,1.0,0.25,0.005747126,1,1.255747126
3427,11191,3,4,2,12/11/2000 07:00,0.75,0.25,0.021276596,1,1.021276596
3427,4885,3,4,2,09/01/2000 07:00,0.75,0.25,0.0238095238095238,1,1.0238095238095237
3427,10453,3,4,2,23/10/1999 07:00,0.75,0.25,0.025,1,1.025
3431,4030,3,4,2,01/06/2000 07:00,0.75,0.25,0.0161290322580645,1,1.0161290322580645
3446,3518,3,5,2,02/08/2000 07:00,1.0,0.25,0.0344827586206896,1,1.2844827586206895
3446,492,3,5,2,19/03/2000 07:00,1.0,0.25,0.035714286,1,1.285714286
3446,4493,3,5,3,27/12/1999 07:00,1.0,0.5,0.0238095238095238,1,1.5238095238095237
3450,7,3,5,2,12/05/2000 07:00,1.0,0.25,0.083333333,1,1.333333333
3450,1591,3,3,2,19/04/2000 07:00,0.5,0.25,0.05,1,0.8
3460,385,3,5,2,22/12/1999 07:00,1.0,0.25,0.076923077,1,1.326923077
3483,490,3,4,2,08/02/2000 07:00,0.75,0.25,0.027027027,1,1.027027027
3486,12784,3,4,2,17/02/2009 07:00,0.75,0.25,0.0147058823529411,1,1.0147058823529411
3532,829,3,4,3,02/04/2001 07:00,0.75,0.5,0.00744879,1,1.25744879
3532,1,3,2,3,21/12/2000 07:00,0.25,0.5,0.0625,1,0.8125
3536,1426,3,4,3,09/12/2001 07:00,0.75,0.5,0.0158730158730158,1,1.2658730158730158
3549,4660,3,4,2,24/08/2008 07:00,0.75,0.25,0.008130081,1,1.008130081
3549,4666,3,3,3,16/08/2008 07:00,0.5,0.5,0.009708738,1,1.009708738
3549,5085,3,5,3,16/08/2008 07:00,1.0,0.5,0.009345794,1,1.509345794
3554,12877,3,4,2,22/03/2007 07:00,0.75,0.25,0.006578947,1,1.006578947
3554,12958,3,4,2,18/03/2007 07:00,0.75,0.25,0.007352941,2,1.007352941
3581,19464,3,5,2,26/01/2000 07:00,1.0,0.25,0.0185185185185185,1,1.2685185185185186
3636,5859,3,3,2,21/03/2011 07:00,0.5,0.25,0.001733102,1,0.751733102
3636,5834,3,5,2,09/03/2011 07:00,1.0,0.25,0.00172117,1,1.25172117
3636,12744,3,5,2,10/01/2011 07:00,1.0,0.25,0.001745201,1,1.251745201
3636,5846,3,4,2,03/01/2011 07:00,0.75,0.25,0.003490401,1,1.003490401
3636,22076,3,2,2,11/11/2010 07:00,0.25,0.25,0.008635579,1,0.508635579
3636,21916,3,3,2,16/08/2010 07:00,0.5,0.25,0.001712329,1,0.751712329
3636,22054,3,3,2,08/10/2009 07:00,0.5,0.25,0.001733102,1,0.751733102
3636,22036,3,4,2,01/09/2009 07:00,0.75,0.25,0.00173913,1,1.00173913
3636,13475,3,4,2,30/07/2009 07:00,0.75,0.25,0.005235602,1,1.005235602
3636,14633,3,2,2,21/10/2006 07:00,0.25,0.25,0.003466205,1,0.503466205
3636,6783,3,5,2,08/10/2006 07:00,1.0,0.25,0.001733102,1,1.251733102
3636,22106,3,5,2,14/07/2006 07:00,1.0,0.25,0.001754386,1,1.251754386
3636,21957,3,5,2,15/01/2006 07:00,1.0,0.25,0.0136778115501519,1,1.263677811550152
3636,11679,3,4,2,02/01/2006 07:00,0.75,0.25,0.003361345,2,1.003361345
3636,21954,3,2,2,14/12/2005 07:00,0.25,0.25,0.001612903,1,0.501612903
3636,11679,3,5,2,20/02/2004 07:00,1.0,0.25,0.003361345,2,1.253361345
3636,13649,3,4,2,10/01/2004 07:00,0.75,0.25,0.001703578,1,1.001703578
3636,17130,3,4,2,16/08/2002 07:00,0.75,0.25,0.001745201,1,1.001745201
3636,18763,3,4,2,28/11/2001 07:00,0.75,0.25,0.001754386,1,1.001754386
3636,4214,3,5,2,22/07/2001 07:00,1.0,0.25,0.003490401,1,1.253490401
3636,5773,3,3,2,16/07/2001 07:00,0.5,0.25,0.001745201,1,0.751745201
3636,13695,3,4,2,13/07/2001 07:00,0.75,0.25,0.001754386,1,1.001754386
3636,9226,3,2,2,11/04/2001 07:00,0.25,0.25,0.001754386,1,0.501754386
3636,1809,3,2,2,03/01/2001 07:00,0.25,0.25,0.001754386,1,0.501754386
3636,10170,3,5,2,30/12/2000 07:00,1.0,0.25,0.006644518,1,1.256644518
3636,1,3,3,2,07/11/2000 07:00,0.5,0.25,0.003484321,1,0.753484321
3636,6353,3,4,2,15/10/2000 07:00,0.75,0.25,0.003514938,1,1.003514938
3636,4541,3,4,2,18/09/2000 07:00,0.75,0.25,0.001748252,1,1.001748252
3636,2478,3,4,2,24/08/2000 07:00,0.75,0.25,0.001760563,1,1.001760563
3636,22116,3,5,2,13/08/2000 07:00,1.0,0.25,0.003350084,1,1.253350084
3636,4060,3,5,2,31/07/2000 07:00,1.0,0.25,0.003514938,1,1.253514938
3636,9084,3,5,2,26/07/2000 07:00,1.0,0.25,0.003350084,1,1.253350084
3637,12796,3,5,2,25/07/2008 07:00,1.0,0.25,0.02,1,1.27
3637,1,3,4,2,03/12/2000 07:00,0.75,0.25,0.051282051,1,1.051282051
3637,1899,3,4,2,10/11/2000 07:00,0.75,0.25,0.049180328,1,1.049180328
3637,6596,3,4,2,17/10/2000 07:00,0.75,0.25,0.009259259,1,1.009259259
3637,4493,3,4,2,10/07/2000 07:00,0.75,0.25,0.065217391,1,1.065217391
3637,7,3,3,2,08/06/2000 07:00,0.5,0.25,0.028571429,1,0.778571429
3664,615,3,5,2,27/11/2000 07:00,1.0,0.25,0.071428571,1,1.321428571
3667,1,3,5,2,26/11/2000 07:00,1.0,0.25,0.1111111111111111,1,1.3611111111111112
3673,917,3,5,3,17/07/2000 07:00,1.0,0.5,0.0416666666666666,1,1.5416666666666665
3699,1,3,4,2,21/08/2001 07:00,0.75,0.25,0.0588235294117647,1,1.0588235294117647
3699,7,3,5,2,28/12/2000 07:00,1.0,0.25,0.0208333333333333,1,1.2708333333333333
3712,102,3,3,2,07/12/1999 07:00,0.5,0.25,0.0416666666666666,1,0.7916666666666666
3741,3950,3,5,3,18/01/2000 07:00,1.0,0.5,0.068965517,2,1.568965517
3743,3572,3,3,3,04/09/2000 07:00,0.5,0.5,0.1428571428571428,1,1.1428571428571428
3746,8198,3,5,2,05/10/2001 07:00,1.0,0.25,0.0208333333333333,1,1.2708333333333333
3746,4547,3,5,2,27/10/2000 07:00,1.0,0.25,0.035087719,1,1.285087719
3750,1,3,4,3,26/12/2000 07:00,0.75,0.5,0.125,1,1.375
3764,1594,3,5,2,19/09/2000 07:00,1.0,0.25,0.028571429,1,1.278571429
